timestamp_utc,favorite_count
2026-09-14T13:38:45+00:00,514602
2026-09-14T14:00:00+00:00,514995
2026-09-14T15:00:00+00:00,516172
2026-09-14T16:00:00+00:00,517002
2026-09-14T17:00:00+00:00,517561
2026-09-14T18:00:00+00:00,517917
2026-09-14T19:00:00+00:00,518136
2026-09-14T20:00:00+00:00,518270
2026-09-14T21:00:00+00:00,518473
2026-09-14T22:00:00+00:00,518790
2026-09-14T23:00:00+00:00,519370
2026-09-15T00:00:00+00:00,520012
2026-09-15T01:00:00+00:00,520494
2026-09-15T02:00:00+00:00,521003
2026-09-15T03:00:00+00:00,521444
2026-09-15T04:00:00+00:00,521959
2026-09-15T05:00:00+00:00,522369
2026-09-15T06:00:00+00:00,522701
2026-09-15T07:00:00+00:00,523068
2026-09-15T08:00:00+00:00,523440
2026-09-15T09:00:00+00:00,523846
2026-09-15T10:00:00+00:00,524275
2026-09-15T11:00:00+00:00,524644
2026-09-15T12:00:00+00:00,525040
2026-09-15T13:00:00+00:00,525463
2026-09-15T14:00:00+00:00,525855
2026-09-15T15:00:00+00:00,526281
2026-09-15T16:00:00+00:00,526571
2026-09-15T17:00:00+00:00,526799
2026-09-15T18:00:00+00:00,526948
2026-09-15T19:00:00+00:00,527015
2026-09-15T20:00:00+00:00,527128
2026-09-15T21:00:00+00:00,527197
2026-09-15T22:00:00+00:00,527308
2026-09-15T23:00:00+00:00,527485
2026-09-16T00:00:00+00:00,527700
2026-09-16T01:00:00+00:00,527885
2026-09-16T02:00:00+00:00,528073
2026-09-16T03:00:00+00:00,528245
2026-09-16T04:00:00+00:00,528436
2026-09-16T05:00:00+00:00,528603
2026-09-16T06:00:00+00:00,528758
2026-09-16T07:00:00+00:00,528930
2026-09-16T08:00:00+00:00,529113
2026-09-16T09:00:00+00:00,529293
2026-09-16T10:00:00+00:00,529483
2026-09-16T11:00:00+00:00,529676
2026-09-16T12:00:00+00:00,529876
2026-09-16T13:00:00+00:00,530046
2026-09-16T14:00:00+00:00,530289
2026-09-16T15:00:00+00:00,530573
2026-09-16T16:00:00+00:00,530830
2026-09-16T17:00:00+00:00,530980
2026-09-16T18:00:00+00:00,531075
2026-09-16T19:00:00+00:00,531150
2026-09-16T20:00:00+00:00,531189
2026-09-16T21:00:00+00:00,531238
2026-09-16T22:00:00+00:00,531312
2026-09-16T23:00:00+00:00,531435
2026-09-17T00:00:00+00:00,531584
2026-09-17T01:00:00+00:00,531706
2026-09-17T02:00:00+00:00,531841
2026-09-17T03:00:00+00:00,531970
2026-09-17T04:00:00+00:00,532126
2026-09-17T05:00:00+00:00,532259
2026-09-17T06:00:00+00:00,532383
2026-09-17T07:00:00+00:00,532503
2026-09-17T08:00:00+00:00,532647
2026-09-17T09:00:00+00:00,532798
2026-09-17T10:00:00+00:00,532988
2026-09-17T11:00:00+00:00,533123
2026-09-17T12:00:00+00:00,533287
2026-09-17T13:00:00+00:00,533447
2026-09-17T14:00:00+00:00,533608
2026-09-17T15:00:00+00:00,533789
2026-09-17T16:00:00+00:00,533944
2026-09-17T17:00:00+00:00,534064
2026-09-17T18:00:00+00:00,534124
2026-09-17T19:00:00+00:00,534179
2026-09-17T20:00:00+00:00,534234
2026-09-17T21:00:00+00:00,534273
2026-09-17T22:00:00+00:00,534332
2026-09-17T23:00:00+00:00,534429
2026-09-18T00:00:00+00:00,534555
2026-09-18T01:00:00+00:00,534646
2026-09-18T02:00:00+00:00,534730
2026-09-18T03:00:00+00:00,534826
2026-09-18T04:00:00+00:00,534953
2026-09-18T05:00:00+00:00,535046
2026-09-18T06:00:00+00:00,535149
2026-09-18T07:00:00+00:00,535244
2026-09-18T08:00:00+00:00,535375
2026-09-18T09:00:00+00:00,535512
2026-09-18T10:00:00+00:00,535610
2026-09-18T11:00:00+00:00,535725
2026-09-18T12:00:00+00:00,535873
2026-09-18T13:00:00+00:00,536002
2026-09-18T14:00:22+00:00,536174
2026-09-18T15:00:00+00:00,536335
2026-09-18T16:00:00+00:00,536448
2026-09-18T17:00:00+00:00,536523
2026-09-18T18:00:00+00:00,536596
2026-09-18T19:00:00+00:00,536651
2026-09-18T20:00:00+00:00,536679
2026-09-18T21:00:00+00:00,536701
2026-09-18T22:00:00+00:00,536735
2026-09-18T23:00:00+00:00,536801
2026-09-19T00:00:00+00:00,536879
2026-09-19T01:00:00+00:00,536937
2026-09-19T02:00:00+00:00,537038
2026-09-19T03:00:00+00:00,537150
2026-09-19T04:00:00+00:00,537234
2026-09-19T05:00:00+00:00,537327
2026-09-19T06:00:00+00:00,537402
2026-09-19T07:00:00+00:00,537473
2026-09-19T08:00:00+00:00,537555
2026-09-19T09:00:00+00:00,537624
2026-09-19T10:00:00+00:00,537701
2026-09-19T11:00:00+00:00,537786
2026-09-19T12:00:00+00:00,537872
2026-09-19T13:00:00+00:00,537951
2026-09-19T14:00:00+00:00,538035
2026-09-19T15:00:00+00:00,538141
2026-09-19T16:00:00+00:00,538240
2026-09-19T17:00:00+00:00,538335
2026-09-19T18:00:00+00:00,538401
2026-09-19T19:00:00+00:00,538438
2026-09-19T20:00:00+00:00,538481
2026-09-19T21:00:00+00:00,538512
2026-09-19T22:00:00+00:00,538553
2026-09-19T23:00:00+00:00,538598
2026-09-20T00:00:00+00:00,538671
2026-09-20T01:00:00+00:00,538754
2026-09-20T02:00:00+00:00,538842
2026-09-20T03:00:00+00:00,538932
2026-09-20T04:00:00+00:00,539035
2026-09-20T05:00:00+00:00,539134
2026-09-20T06:00:00+00:00,539213
2026-09-20T07:00:00+00:00,539292
2026-09-20T08:00:00+00:00,539379
2026-09-20T09:00:00+00:00,539462
2026-09-20T10:00:00+00:00,539550
